from$label_from$sent_from$type$to$label_to$sent_to
Морфин$prepare$Фармакодинамика Морфин является фенантреновым алкалоидом опийного мака (Papaver somniferum), агонистом опиоидных рецепторов.$link$фенантреновым алкалоидом опийного мака$group$Фармакодинамика Морфин является фенантреновым алкалоидом опийного мака (Papaver somniferum), агонистом опиоидных рецепторов.
Морфин$prepare$Фармакодинамика Морфин является фенантреновым алкалоидом опийного мака (Papaver somniferum), агонистом опиоидных рецепторов.$link$агонистом опиоидных рецепторов$group$Фармакодинамика Морфин является фенантреновым алкалоидом опийного мака (Papaver somniferum), агонистом опиоидных рецепторов.
Морфин$prepare$Центральное действие Морфин обладает анальгезирующим, противокашлевым, седативным, транквилизирующим, угнетающим дыхание, миотическим, антидиуретическим, рвотным и противорвотным (позднее действие), а также гипотензивным и замедляющим сердечный ритм действиями.$link$Центральное действие$action$Центральное действие Морфин обладает анальгезирующим, противокашлевым, седативным, транквилизирующим, угнетающим дыхание, миотическим, антидиуретическим, рвотным и противорвотным (позднее действие), а также гипотензивным и замедляющим сердечный ритм действиями.
синдрома «отмены»$noun$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противодиарейный$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
синдрома «отмены»$noun$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противокашлевой$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
синдрома «отмены»$noun$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$увеличиваются$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
снижает эффект$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$анальгетический$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
снижает эффект$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противодиарейный$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
снижает эффект$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противокашлевой$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
снижает эффект$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$увеличиваются$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
анальгетический$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противодиарейный$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
анальгетический$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противокашлевой$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
анальгетический$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$увеличиваются$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
противодиарейный$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$противокашлевой$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
противодиарейный$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$увеличиваются$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
противокашлевой$mechanism$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$увеличиваются$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
морфина$prepare$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.$Not_link$увеличиваются$action$Налтрексон ускоряет появление симптомов синдрома «отмены» на фоне наркотической зависимости (симптомы могут появиться уже через 5 минут после введения препарата, продолжаются в течение 48 часов, характеризуются стойкостью и трудностью их устранения); снижает эффект опиоидных анальгетиков (анальгетический, противодиарейный, противокашлевой); не влияет гистаминовой реакцией. на симптомы, обусловленные Плазменные концентрации морфина увеличиваются при одновременном приеме с ритонавиром.
лекарственных средств, снижающих артериальное давление$group$Усиливает гипотензивный эффект лекарственных средств, снижающих артериальное давление.$link$гипотензивный эффект$mechanism$Усиливает гипотензивный эффект лекарственных средств, снижающих артериальное давление.
Усиливает$action$Усиливает гипотензивный эффект лекарственных средств, снижающих артериальное давление.$link$лекарственных средств, снижающих артериальное давление$group$Усиливает гипотензивный эффект лекарственных средств, снижающих артериальное давление.
Усиливает$action$Усиливает гипотензивный эффект лекарственных средств, снижающих артериальное давление.$Not_link$гипотензивный эффект$mechanism$Усиливает гипотензивный эффект лекарственных средств, снижающих артериальное давление.
Опиоиды$group$Опиоиды могут снизить эффективность диуретиков, вызывая высвобождение антидиуретического гормона.$link$могут снизить$action$Опиоиды могут снизить эффективность диуретиков, вызывая высвобождение антидиуретического гормона.
могут снизить$action$Опиоиды могут снизить эффективность диуретиков, вызывая высвобождение антидиуретического гормона.$link$эффективность$noun$Опиоиды могут снизить эффективность диуретиков, вызывая высвобождение антидиуретического гормона.
эффективность$noun$Опиоиды могут снизить эффективность диуретиков, вызывая высвобождение антидиуретического гормона.$link$диуретиков$group$Опиоиды могут снизить эффективность диуретиков, вызывая высвобождение антидиуретического гормона.
Хинидин$prepare$Хинидин повышает плазменную концентрацию морфина.$link$повышает$noun$Хинидин повышает плазменную концентрацию морфина.
повышает$noun$Хинидин повышает плазменную концентрацию морфина.$link$плазменную концентрацию$noun$Хинидин повышает плазменную концентрацию морфина.
плазменную концентрацию$noun$Хинидин повышает плазменную концентрацию морфина.$link$морфина$prepare$Хинидин повышает плазменную концентрацию морфина.
Хинидин$prepare$Хинидин повышает плазменную концентрацию морфина.$Not_link$плазменную концентрацию$noun$Хинидин повышает плазменную концентрацию морфина.
Морфин$prepare$Морфин не следует смешивать с другими растворами перед введением.$link$не следует смешивать с другими растворами перед введением$recomendation$Морфин не следует смешивать с другими растворами перед введением.
суматриптан$prepare$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.$link$противомигренозными лекарственными средствами$group$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.
золмитриптан$prepare$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.$link$противомигренозными лекарственными средствами$group$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.
элетриптан$prepare$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.$link$противомигренозными лекарственными средствами$group$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.
антидепрессантами$group$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.$link$серотонинового синдрома$side_e$Одновременное применение с противомигренозными лекарственными средствами (суматриптан, золмитриптан, элетриптан) и антидепрессантами (в том числе ингибиторами МАО) может привести к развитию серотонинового синдрома.
серотонинового синдрома$side_e$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$изменение психического состояния$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
возбуждение$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$изменение психического состояния$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
галлюцинации$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$изменение психического состояния$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
кома$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$изменение психического состояния$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
серотонинового синдрома$side_e$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$расстройство вегетативной нервной системы$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
тахикардия$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$расстройство вегетативной нервной системы$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
лабильное артериальное давление$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).$link$расстройство вегетативной нервной системы$illness$Симптомы серотонинового синдрома могут включать изменение психического состояния (например, возбуждение, галлюцинации, кома), расстройство вегетативной нервной системы (например, тахикардия, лабильное артериальное давление, гипертермия), нервно-мышечные патологии (например, гиперрефлексия, нарушение координации, ригидность мышц) и/или симптомы со стороны желудочно-кишечного тракта (например, тошнота, рвота, диарея).
