"drug";"effect";"frequency";"max_probability";"min_probability"
Ранолазин;галлюцинация;Не часто;;
Ранолазин;дезориентация;Редко;0.001;0.0001
Ранолазин;боль в конечность;Не часто;;
Ранолазин;мышечный судорога;Не часто;;
Ранолазин;отёк сустав;Не часто;;
Ранолазин;мышечный слабость;Не часто;;
Ранолазин;чувство жара;Не часто;;
Ранолазин;гипотония;Не часто;;
Ранолазин;удлинённый корректировать интервал qt;Не часто;;
Ранолазин;переферический холодность;Редко;0.001;0.0001
Ранолазин;ортостатический гипотензия;Редко;0.001;0.0001
Ранолазин;брадикардия;Часто неизвеста;;
Ранолазин;тахикардия;Часто неизвеста;;
Ранолазин;дизурия;Не часто;;
Ранолазин;гематурия;Не часто;;
Ранолазин;хроматурия;Не часто;;
Ранолазин;удержание моча;Редко;0.001;0.0001
Ранолазин;эректильный дисфункция;Редко;0.001;0.0001
Ранолазин;одышка;Не часто;;
Ранолазин;кашель;Не часто;;
Ранолазин;эпистаксис;Не часто;;
Ранолазин;стеснение в горло;Редко;0.001;0.0001
Ранолазин;лёгочный фиброз;Часто неизвеста;;
Ранолазин;размытый зрение;Не часто;;
Ранолазин;нарушение зрение;Не часто;;
Ранолазин;диплопия;Не часто;;
Ранолазин;увеличение креатинин в сыворотка;Не часто;;
Ранолазин;повышение уровень мочивина в кровь;Не часто;;
Ранолазин;острый почечный недостаточность;Редко;0.001;0.0001
Ранолазин;зуд;Не часто;;
Ранолазин;гипергидроза;Не часто;;
Ранолазин;ангионевротический образование;Редко;0.001;0.0001
Ранолазин;крапивница;Редко;0.001;0.0001
Ранолазин;холодный пот;Редко;0.001;0.0001
Ранолазин;сыпь;Редко;0.001;0.0001
Ранолазин;увеличение число тромбоцит или лейкоцит;Не часто;;
Ранолазин;эозинофилия;Часто неизвеста;;
Ранолазин;тромбоцитопения;Часто неизвеста;;
Ранолазин;лейкопения;Часто неизвеста;;
Ранолазин;панситопения;Часто неизвеста;;
Ранолазин;повышеный уровень печёночный фермент;Редко;0.001;0.0001
Ривароксабан;гипотония;Часто;0.1;0.01
Ривароксабан;гематома;Часто;0.1;0.01
Ривароксабан;гипертония;Часто;0.1;0.01
Ривароксабан;тахикардия;Часто;0.1;0.01
Ривароксабан;процедурный гипотония;Часто;0.1;0.01
Ривароксабан;тромбоз глубокий вено;Часто;0.1;0.01
Ривароксабан;травматический гематома;Не часто;;
Ривароксабан;сосудистый псевдоаонеуризм;Редко;0.001;0.0001
Ривароксабан;гипоперфузия;Часто неизвеста;;
Ривароксабан;симптом ишемия сердце;Часто неизвеста;;
Ривароксабан;боль в грудь;Часто неизвеста;;
Ривароксабан;стенокардия;Часто неизвеста;;
Ривароксабан;снижение артериальный давление;Часто неизвеста;;
Ривароксабан;зуд;Часто;0.1;0.01
Ривароксабан;сыпь;Часто;0.1;0.01
Ривароксабан;экхимоза;Часто;0.1;0.01
Ривароксабан;кожный кровоизлияние;Часто;0.1;0.01
Ривароксабан;подкожный кровоизлияние;Часто;0.1;0.01
Ривароксабан;волдырь;Часто;0.1;0.01
Ривароксабан;неспецифический волдырь;Часто;0.1;0.01
Ривароксабан;подкожный гематома;Часто;0.1;0.01
Ривароксабан;генерализовать зуд;Не часто;;
Ривароксабан;ангионевротический образование;Не часто;;
Ривароксабан;аллергический дерматит;Не часто;;
Ривароксабан;крапивница;Не часто;;
Ривароксабан;лекарственный сыпь;Не часто;;
Ривароксабан;зудеть сыпь;Не часто;;
Ривароксабан;эритематочный сыпь;Не часто;;
Ривароксабан;генерализовать сыпь;Не часто;;
Ривароксабан;токсический эпидермальный некролиз;Очень редко;0.0001;0.0
Ривароксабан;генерализовать крапивница;Часто неизвеста;;
Ривароксабан;макулопапулярный сыпь;Часто неизвеста;;
Ривароксабан;вирусный сыпь;Часто неизвеста;;
Ривароксабан;синдром стивенс-джонсон;Данные о частоте, собранные после продажи;;
Ривароксабан;реакция лекарство с эозинофилия и системный симптом;Данные о частоте, собранные после продажи;;
Ривароксабан;тошнота;Очень часто;1.0;0.1
Ривароксабан;кровоточивость десна;Часто;0.1;0.01
Ривароксабан;кровотечение в желудочный-кишечный тракт;Часто;0.1;0.01
Ривароксабан;ректальный кровоизлияние;Часто;0.1;0.01
Ривароксабан;боль в желудочный-кишечный тракт;Часто;0.1;0.01
Ривароксабан;боль в живот;Часто;0.1;0.01
Ривароксабан;диспепсия;Часто;0.1;0.01
Ривароксабан;запор;Часто;0.1;0.01
Ривароксабан;диарея;Часто;0.1;0.01
Ривароксабан;рвота;Часто;0.1;0.01
Ривароксабан;боль в верхний часть живот;Часто;0.1;0.01
Ривароксабан;обширный желудочный-кишечный кровотечение;Часто;0.1;0.01
Ривароксабан;событие желудочный-кишечный кровотечение (включая верхний желудочный-кишечный кровотечение);Часто;0.1;0.01
Ривароксабан;нижний желудочный-кишечон кровотечение кровотечение;Часто;0.1;0.01
Ривароксабан;ректальный кровотечение;Часто;0.1;0.01
Ривароксабан;желудочный-кишечный кровотечение;Часто;0.1;0.01
Ривароксабан;сухость в рот;Не часто;;
Ривароксабан;повышенный липаза;Не часто;;
Ривароксабан;повышенный амилаза;Не часто;;
Ривароксабан;анальный кровоизлияние;Не часто;;
Ривароксабан;гематемезис;Не часто;;
Ривароксабан;гематохезия;Не часто;;
Ривароксабан;геморроидальный кровоизлияние;Не часто;;
Ривароксабан;кровотечение из нижний отдел желудочный-кишечный тракт;Не часто;;
Ривароксабан;мелена;Не часто;;
Ривароксабан;кровоизлияние из губа;Не часто;;
Ривароксабан;кровотечение из рот;Не часто;;
Ривароксабан;кровотечение из язык;Не часто;;
Ривароксабан;дискомфорт в живот;Не часто;;
Ривароксабан;боль в нижний часть живот;Не часто;;
Ривароксабан;наличие скрытый кровь;Не часто;;
Ривароксабан;кровотечение верхний отдел жкт;Не часто;;
Ривароксабан;кровотечение из язва желудок;Не часто;;
Ривароксабан;геморрагический гастрит;Не часто;;
Ривароксабан;желудочный кровоизлияние;Не часто;;
Ривароксабан;нефатальный забросить кровотечение;Редко;0.001;0.0001
Ривароксабан;гастроэнтерит;Часто неизвеста;;
Ривароксабан;дискомфорт желудок;Часто неизвеста;;
Ривароксабан;эпигастральный дискомфорт;Часто неизвеста;;
Ривароксабан;кровоизлияние урогенитальный тракт;Часто;0.1;0.01
Ривароксабан;гематурия;Часто;0.1;0.01
Ривароксабан;меноррагия;Часто;0.1;0.01
Ривароксабан;инфекция мочевыводящий путь;Часто;0.1;0.01
Ривароксабан;удержание моча;Часто;0.1;0.01
Ривароксабан;вагинальный кровоизлияние;Часто;0.1;0.01
Ривароксабан;метроррагия;Не часто;;
Ривароксабан;наличие кровь в моча;Не часто;;
Ривароксабан;менометроррагия;Редко;0.001;0.0001
Ривароксабан;аномальный вагинальный/повышенный менструальный кровотечение;Часто неизвеста;;
Ривароксабан;любой кровотечение;Очень часто;1.0;0.1
Ривароксабан;анемия;Часто;0.1;0.01
Ривароксабан;постпроцедурный кровоизлияние (включая послеоперационный анемия);Часто;0.1;0.01
Ривароксабан;кровоизлияние;Часто;0.1;0.01
Ривароксабан;тромбоцитоз;Часто;0.1;0.01
Ривароксабан;обширный кровотечение;Часто;0.1;0.01
Ривароксабан;клинически значимый незначительный кровотечение;Часто;0.1;0.01
Ривароксабан;кровотечение, приводить к госпитализация;Часто;0.1;0.01
Ривароксабан;некритический орган;Часто;0.1;0.01
Ривароксабан;массивный кровотечение по критерий timi;Часто;0.1;0.01
Ривароксабан;клинически явный признак кровоизлияние, связанный с падение гемоглобин не менее 5 г/дл или падение гематокрит не менее 15 %;Часто;0.1;0.01
Ривароксабан;увеличение количество тромбоцит;Не часто;;
Ривароксабан;операционный кровоизлияние;Не часто;;
Ривароксабан;травматический кровотечение;Не часто;;
Ривароксабан;снизить уровень гемоглобин;Не часто;;
Ривароксабан;снижение гематокрит;Не часто;;
Ривароксабан;кровотечение из варикозный расширить вена;Не часто;;
Ривароксабан;нефатальный симптоматический кровотечение в критически важный орган;Не часто;;
Ривароксабан;снижение уровень гемоглобин как минимум на 2 г/дл;Не часто;;
Ривароксабан;нефатальный некритический кровотечение орган;Не часто;;
Ривароксабан;нефатальный критический кровотечение орган;Не часто;;
Ривароксабан;кровотечение, который требовать повторный операция;Не часто;;
Ривароксабан;критический кровотечение;Не часто;;
Ривароксабан;кровотечение в критический орган;Не часто;;
Ривароксабан;фатальный кровотечение;Не часто;;
Ривароксабан;кровотечение в область хирургический вмешательство, требовать повторный операция;Редко;0.001;0.0001
Ривароксабан;фатальный неинтракраниальный кровотечение;Редко;0.001;0.0001
Ривароксабан;незначительный кровотечение;Часто неизвеста;;
Ривароксабан;агранулоцитоз;Данные о частоте, собранные после продажи;;
Ривароксабан;тромбоцитопения;Данные о частоте, собранные после продажи;;
Ривароксабан;увеличение трансаминаз (включая увеличение алта);Часто;0.1;0.01
Ривароксабан;повышенный уровень аста;Часто;0.1;0.01
Ривароксабан;повышенный уровень ггт;Часто;0.1;0.01
Ривароксабан;увеличение алта;Часто;0.1;0.01
Ривароксабан;нарушение функция печень;Не часто;;
Ривароксабан;увеличение билирубин;Не часто;;
Ривароксабан;повышенный уровень аста (аспартатаминотрансфераза);Не часто;;
Ривароксабан;увеличенний фермент печень;Не часто;;
Ривароксабан;повышенный уровень конъюгированный билирубин;Не часто;;
Ривароксабан;гипербилирубинемия;Не часто;;
Ривароксабан;желтуха;Данные о частоте, собранные после продажи;;
Ривароксабан;холестаз;Данные о частоте, собранные после продажи;;
Ривароксабан;гепатит;Данные о частоте, собранные после продажи;;
Ривароксабан;аллергический реакция;Не часто;;
Ривароксабан;гиперчувствительность;Данные о частоте, собранные после продажи;;
Ривароксабан;анафилактический реакция;Данные о частоте, собранные после продажи;;
Ривароксабан;анафилактический шок;Данные о частоте, собранные после продажи;;
Ривароксабан;аллергический отёк;Данные о частоте, собранные после продажи;;
Ривароксабан;гипергликемия;Не часто;;
Ривароксабан;боль в конечность;Часто;0.1;0.01
Ривароксабан;контузия;Часто;0.1;0.01
Ривароксабан;боль в спина;Часто;0.1;0.01
Ривароксабан;мышечный спазм;Часто;0.1;0.01
Ривароксабан;артралгия;Часто;0.1;0.01
Ривароксабан;увеличение судорога в мышца;Часто;0.1;0.01
Ривароксабан;гемартроз;Не часто;;
Ривароксабан;мышечный кровоизлияние;Редко;0.001;0.0001
Ривароксабан;компатмен-синдром;Часто неизвеста;;
Ривароксабан;головокружение;Часто;0.1;0.01
Ривароксабан;головной боль;Часто;0.1;0.01
Ривароксабан;обморок;Часто;0.1;0.01
Ривароксабан;повышение мышечный тонус;Часто;0.1;0.01
Ривароксабан;кровоизлияние головной мозг;Не часто;;
Ривароксабан;потеря сознание;Не часто;;
Ривароксабан;внутричерепной кровоизлияние/кровотечение;Не часто;;
Ривароксабан;нефатальный внутричерепной кровоизлияние/кровотечение;Не часто;;
Ривароксабан;геморрагический инсульт;Не часто;;
Ривароксабан;фатальный внутричерепной кровоизлияние/кровотечение;Не часто;;
Ривароксабан;субдуральный гематома;Редко;0.001;0.0001
Ривароксабан;кровоизлияние мозжечок;Редко;0.001;0.0001
Ривароксабан;геморрагический трансформация инсульт;Редко;0.001;0.0001
Ривароксабан;гемипарез;Данные о частоте, собранные после продажи;;
Ривароксабан;глазной кровоизлияние;Часто;0.1;0.01
Ривароксабан;конъюнктивальный кровоизлияние;Часто;0.1;0.01
Ривароксабан;геморракия стекловидный тело;Не часто;;
Ривароксабан;периорбитальный гематома;Не часто;;
Ривароксабан;нефатальный внутриглазной кровотечение;Редко;0.001;0.0001
Ривароксабан;пирексия/лихорадка;Часто;0.1;0.01
Ривароксабан;периферический отёк;Часто;0.1;0.01
Ривароксабан;снижение общий сила и энергия;Часто;0.1;0.01
Ривароксабан;усталость;Часто;0.1;0.01
Ривароксабан;астения;Часто;0.1;0.01
Ривароксабан;выделение из рана;Часто;0.1;0.01
Ривароксабан;неспецифический боль;Часто;0.1;0.01
Ривароксабан;осложнение заживление рана;Часто;0.1;0.01
Ривароксабан;чувство недомогание;Часто;0.1;0.01
Ривароксабан;кровотечение из рана;Часто;0.1;0.01
Ривароксабан;повышенный уровень щелочной фосфатаз в кровь;Не часто;;
Ривароксабан;недомогание;Не часто;;
Ривароксабан;повышенный лактатдегидрогеназа;Не часто;;
Ривароксабан;кровотечение из место разрез;Не часто;;
Ривароксабан;локализовать отёк;Редко;0.001;0.0001
Ривароксабан;необычный ощущение;Редко;0.001;0.0001
Ривароксабан;кровотечение из слизистый оболочка;Часто неизвеста;;
Ривароксабан;эпистаксис;Часто неизвеста;;
Ривароксабан;джингвал;Часто неизвеста;;
Ривароксабан;бессонница;Часто;0.1;0.01
Ривароксабан;тревожность;Часто;0.1;0.01
Ривароксабан;депрессия;Часто;0.1;0.01
Ривароксабан;нарушение сон;Часто;0.1;0.01
Ривароксабан;почечный нарушение (включая увеличение креатинин в кровь);Часто;0.1;0.01
Ривароксабан;увеличить мочевина в кровь;Часто;0.1;0.01
Ривароксабан;снизить клубочковый фильтрация почка;Не часто;;
Ривароксабан;увеличение креатинин кровь;Не часто;;
Ривароксабан;увеличение мочевина в кровь;Не часто;;
Ривароксабан;почечный недостаточность/острый почечный недостаточность;Часто неизвеста;;
Ривароксабан;нефропатия, связать с применение антикоагулянт;Данные о частоте, собранные после продажи;;
Ривароксабан;эпистаксис (носовой кровотечение);Часто;0.1;0.01
Ривароксабан;кровохаркание;Часто;0.1;0.01
Ривароксабан;одышка;Часто;0.1;0.01
Ривароксабан;эозинофильный пневмония;Очень редко;0.0001;0.0
Ривароксабан;лёгочный кровоизлияние;Часто неизвеста;;
Ривароксабан;лёгочный кровоизлияние с бронхиэктаз;Часто неизвеста;;
Ривароксабан;носовой кровотечение, требовать переливание кровь;Часто неизвеста;;
Ривароксабан;кашель;Часто неизвеста;;
Валсартан+сакубитрил;гипотония;Очень часто;1.0;0.1
Валсартан+сакубитрил;ортостаз;Часто;0.1;0.01
Валсартан+сакубитрил;гиперкалиемия;Очень часто;1.0;0.1
Валсартан+сакубитрил;увеличение креатинин в сыворотка более чем на 50 %;Очень часто;1.0;0.1
Валсартан+сакубитрил;почечный недостаточность/острый почечный недостаточность;Часто;0.1;0.01
Валсартан+сакубитрил;кашель;Часто;0.1;0.01
Валсартан+сакубитрил;головокружение;Часто;0.1;0.01
Валсартан+сакубитрил;ангионевротический образование;Не часто;;
Валсартан+сакубитрил;сыпь;Данные о частоте, собранные после продажи;;
Валсартан+сакубитрил;зуд;Данные о частоте, собранные после продажи;;
Валсартан+сакубитрил;снижение гемоглобин/гематокрит более чем на 20 %;Часто;0.1;0.01
Валсартан+сакубитрил;падение;Часто;0.1;0.01
Валсартан+сакубитрил;гиперчувствительность;Данные о частоте, собранные после продажи;;
Валсартан+сакубитрил;анафилактический реакция;Данные о частоте, собранные после продажи;;
Сертралин;бессонница;Очень часто;1.0;0.1
Сертралин;аффект/эмоциональный лабильность;Часто;0.1;0.01
Сертралин;обострение депрессия;Часто;0.1;0.01
Сертралин;агрессивный реакция;Часто;0.1;0.01
Сертралин;агрессия;Часто;0.1;0.01
Сертралин;ажитация;Часто;0.1;0.01
Сертралин;тревожность;Часто;0.1;0.01
Сертралин;бруксизм/измельчение зуб;Часто;0.1;0.01
Сертралин;снижение либидо;Часто;0.1;0.01
Сертралин;деперсонализация;Часто;0.1;0.01
Сертралин;депрессия;Часто;0.1;0.01
Сертралин;нервозность;Часто;0.1;0.01
Сертралин;кошмар;Часто;0.1;0.01
Сертралин;мания;Часто;0.1;0.01
Сертралин;паронирия;Часто;0.1;0.01
Сертралин;суицидальный мысль;Часто;0.1;0.01
Сертралин;попытка самоубийство;Часто;0.1;0.01
Сертралин;аномальный сон;Не часто;;
Сертралин;аномальный мышление;Не часто;;
Сертралин;апатия;Не часто;;
Сертралин;эйфория/эйфорический настроение;Не часто;;
Сертралин;галлюцинация;Не часто;;
Сертралин;расстройство конверсия;Редко;0.001;0.0001
Сертралин;лекарственный зависимость;Редко;0.001;0.0001
Сертралин;паранойя;Редко;0.001;0.0001
Сертралин;психотический расстройство;Редко;0.001;0.0001
Сертралин;сомнамбулизм;Редко;0.001;0.0001
Сертралин;суицидальный поведение;Редко;0.001;0.0001
Сертралин;психомоторный гиперактивность;Часто неизвеста;;
Сертралин;раздражительность;Часто неизвеста;;
Сертралин;симптом депрессия;Данные о частоте, собранные после продажи;;
Сертралин;патологически усиленный сновидение;Данные о частоте, собранные после продажи;;
Сертралин;маниакальный реакция;Данные о частоте, собранные после продажи;;
Сертралин;психоз;Данные о частоте, собранные после продажи;;
Сертралин;нарушение сон;Данные о частоте, собранные после продажи;;
Сертралин;синдром отмена;Данные о частоте, собранные после продажи;;
Сертралин;головной боль;Очень часто;1.0;0.1
Сертралин;сонливость;Очень часто;1.0;0.1
Сертралин;головокружение;Очень часто;1.0;0.1
Сертралин;судорога;Часто;0.1;0.01
Сертралин;нарушение внимание;Часто;0.1;0.01
Сертралин;дисгевзия;Часто;0.1;0.01
Сертралин;гипертония;Часто;0.1;0.01
Сертралин;гиперкинезия;Часто;0.1;0.01
Сертралин;гипестезия;Часто;0.1;0.01
Сертралин;нарушение концентрация;Часто;0.1;0.01
Сертралин;мигрень;Часто;0.1;0.01
Сертралин;парестезия;Часто;0.1;0.01
Сертралин;тремор;Часто;0.1;0.01
Сертралин;аномальный координация;Не часто;;
Сертралин;амнезия;Не часто;;
Сертралин;непроизвольный сокращение мышца;Не часто;;
Сертралин;постуральной головокружение;Не часто;;
Сертралин;расстройство речь;Не часто;;
Сертралин;обморок;Не часто;;
Сертралин;хореатететоз;Редко;0.001;0.0001
Сертралин;кома;Редко;0.001;0.0001
Сертралин;дискинезия;Редко;0.001;0.0001
Сертралин;гиперестезия;Редко;0.001;0.0001
Сертралин;сенсорный расстройство;Редко;0.001;0.0001
Сертралин;акатизий;Часто неизвеста;;
Сертралин;атаксия;Часто неизвеста;;
Сертралин;цереброваскулярный спазм;Часто неизвеста;;
Сертралин;состояние помутнение/путаница;Часто неизвеста;;
Сертралин;снижение внимание;Часто неизвеста;;
Сертралин;дистония;Часто неизвеста;;
Сертралин;экстрапирамидный симптом;Часто неизвеста;;
Сертралин;нарушение походка;Часто неизвеста;;
Сертралин;расстройство движение;Часто неизвеста;;
Сертралин;нейролептический злокачественный синдром;Часто неизвеста;;
Сертралин;нарушение чувствительность;Часто неизвеста;;
Сертралин;серотониновый синдром;Часто неизвеста;;
Сертралин;окулогирический криз;Данные о частоте, собранные после продажи;;
Сертралин;боль в грудь;Часто;0.1;0.01
Сертралин;чувство жара;Часто;0.1;0.01
Сертралин;тахикардия;Часто;0.1;0.01
Сертралин;увеличение интревала qt на экг/qtc-пролонгация;Не часто;;
Сертралин;покраснение кожа;Не часто;;
Сертралин;периферический отёк;Не часто;;
Сертралин;брадикардия;Редко;0.001;0.0001
Сертралин;сердечный расстройство;Редко;0.001;0.0001
Сертралин;инфаркт миокард;Редко;0.001;0.0001
Сертралин;периферический ишемия;Редко;0.001;0.0001
Сертралин;отёк;Часто неизвеста;;
Сертралин;кровоизлияние;Часто неизвеста;;
Сертралин;вазодилатация;Часто неизвеста;;
Сертралин;предсердечный аритмия;Данные о частоте, собранные после продажи;;
Сертралин;атриовентрикулярный блокада;Данные о частоте, собранные после продажи;;
Сертралин;торсад де пойнтёс;Данные о частоте, собранные после продажи;;
Сертралин;васкулит;Данные о частоте, собранные после продажи;;
Сертралин;желудочковый тахикардия;Данные о частоте, собранные после продажи;;
Сертралин;тошнота;Очень часто;1.0;0.1
Сертралин;диарея/жидкий стул;Очень часто;1.0;0.1
Сертралин;сухость в рот;Очень часто;1.0;0.1
Сертралин;боль в живот;Часто;0.1;0.01
Сертралин;запор;Часто;0.1;0.01
Сертралин;диспепсия;Часто;0.1;0.01
Сертралин;метеоризм;Часто;0.1;0.01
Сертралин;рвота;Часто;0.1;0.01
Сертралин;дисфагия;Не часто;;
Сертралин;отрыжка;Не часто;;
Сертралин;эзофагит;Не часто;;
Сертралин;геморрой;Не часто;;
Сертралин;повышенный слюноотделение;Не часто;;
Сертралин;заболевание язык;Не часто;;
Сертралин;гастроэнтерит;Редко;0.001;0.0001
Сертралин;глоссит;Редко;0.001;0.0001
Сертралин;гематохезия;Редко;0.001;0.0001
Сертралин;мелена;Редко;0.001;0.0001
Сертралин;язва в полость рот;Редко;0.001;0.0001
Сертралин;стоматит;Редко;0.001;0.0001
Сертралин;язва на язык;Редко;0.001;0.0001
Сертралин;заболевание зуб;Редко;0.001;0.0001
Сертралин;желудочный-кишечный кровотечение;Часто неизвеста;;
Сертралин;панкреатит;Часто неизвеста;;
Сертралин;ректальный кровоизлияние;Часто неизвеста;;
Сертралин;анорексия;Часто;0.1;0.01
Сертралин;увеличение/снижение аппетит;Часто;0.1;0.01
Сертралин;увеличение/уменьшение вес;Часто;0.1;0.01
Сертралин;жажда;Не часто;;
Сертралин;сахарный диабет;Редко;0.001;0.0001
Сертралин;гиперхолестеринемия;Редко;0.001;0.0001
Сертралин;гипогликемия;Редко;0.001;0.0001
Сертралин;гипергликемия;Часто неизвеста;;
Сертралин;гипонатриемия;Часто неизвеста;;
Сертралин;усталость;Очень часто;1.0;0.1
Сертралин;лихорадка/пирексия;Часто;0.1;0.01
Сертралин;недомогание;Часто;0.1;0.01
Сертралин;шум в ухо;Часто;0.1;0.01
Сертралин;астения;Не часто;;
Сертралин;озноб;Не часто;;
Сертралин;ушной боль;Не часто;;
Сертралин;повреждение;Не часто;;
Сертралин;внешний отит;Не часто;;
Сертралин;снижение лекарственный толерантность;Редко;0.001;0.0001
Сертралин;отит среднее ухо;Редко;0.001;0.0001
Сертралин;летаргия;Часто неизвеста;;
Сертралин;аномальный клинический лабораторный результат;Данные о частоте, собранные после продажи;;
Сертралин;наружение эякуляция;Очень часто;1.0;0.1
Сертралин;задержка эякуляция/расстройство эякуляция;Часто;0.1;0.01
Сертралин;эректильный дисфункция;Часто;0.1;0.01
Сертралин;менструальный нарушение;Часто;0.1;0.01
Сертралин;другой мужской/женский сексуальный дисфункция;Часто;0.1;0.01
Сертралин;недержание моча;Часто;0.1;0.01
Сертралин;удержание моча;Часто;0.1;0.01
Сертралин;вагинальный кровоизлияние;Часто;0.1;0.01
Сертралин;альбуминурия;Не часто;;
Сертралин;цистит;Не часто;;
Сертралин;менструальный расстройство;Не часто;;
Сертралин;расстройство мочеиспускание;Не часто;;
Сертралин;ноктурия;Не часто;;
Сертралин;полиурия;Не часто;;
Сертралин;аномальный сперма;Редко;0.001;0.0001
Сертралин;атрофический вульвовагинит;Редко;0.001;0.0001
Сертралин;баланопостить;Редко;0.001;0.0001
Сертралин;дивертикулит;Редко;0.001;0.0001
Сертралин;галакторея;Редко;0.001;0.0001
Сертралин;генитальный выделение;Редко;0.001;0.0001
Сертралин;гематурия;Редко;0.001;0.0001
Сертралин;увеличение либидо;Редко;0.001;0.0001
Сертралин;меноррагия;Редко;0.001;0.0001
Сертралин;олигурия;Редко;0.001;0.0001
Сертралин;преждевременный эякуляция;Редко;0.001;0.0001
Сертралин;приапизм;Редко;0.001;0.0001
Сертралин;затруднить мочеиспускание;Редко;0.001;0.0001
Сертралин;энурез;Данные о частоте, собранные после продажи;;
Сертралин;прыщ;Часто;0.1;0.01
Сертралин;гипергидроза/повышение потоотделение;Часто;0.1;0.01
Сертралин;сыпь;Часто;0.1;0.01
Сертралин;крапивница;Часто;0.1;0.01
Сертралин;алопеция;Не часто;;
Сертралин;холодный пот;Не часто;;
Сертралин;дерматит;Не часто;;
Сертралин;сухость кожа;Не часто;;
Сертралин;отёк лицо;Не часто;;
Сертралин;зуд;Не часто;;
Сертралин;пурпур;Не часто;;
Сертралин;пустулярный сыпь;Не часто;;
Сертралин;кожный заболевание;Не часто;;
Сертралин;кожа запах ненормально;Не часто;;
Сертралин;буллезнать сыпь;Редко;0.001;0.0001
Сертралин;фолликулярный сыпь;Редко;0.001;0.0001
Сертралин;нарушение текстура волос;Редко;0.001;0.0001
Сертралин;буллезный дерматит;Часто неизвеста;;
Сертралин;эритематочный/макулопапуляльный сыпь;Часто неизвеста;;
Сертралин;эксфолиативный кожный заболевание;Данные о частоте, собранные после продажи;;
Сертралин;гематома;Данные о частоте, собранные после продажи;;
Сертралин;реакция фоточувствительность;Данные о частоте, собранные после продажи;;
Сертралин;тяжёлый кожный реакция/летальный рубец;Данные о частоте, собранные после продажи;;
Сертралин;кожный реакция;Данные о частоте, собранные после продажи;;
Сертралин;синдром стивенс-джонсон;Данные о частоте, собранные после продажи;;
Сертралин;токсический эпидермальный некролиз;Данные о частоте, собранные после продажи;;
Сертралин;гипотиреоз;Не часто;;
Сертралин;гинекомастие;Часто неизвеста;;
Сертралин;гиперпролактинемия;Данные о частоте, собранные после продажи;;
Сертралин;синдром неадекватный секреция антидиуретический гормон;Данные о частоте, собранные после продажи;;
Сертралин;анемия;Не часто;;
Сертралин;лимфаденопатия;Редко;0.001;0.0001
Сертралин;аномальный кровотечение;Часто неизвеста;;
Сертралин;изменение функция тромбоцит;Часто неизвеста;;
Сертралин;лейкопения;Часто неизвеста;;
Сертралин;тромбоцитопения;Часто неизвеста;;
Сертралин;агранулоцитоз;Данные о частоте, собранные после продажи;;
Сертралин;апластический анемия;Данные о частоте, собранные после продажи;;
Сертралин;увеличение время коагуляция;Данные о частоте, собранные после продажи;;
Сертралин;панситопения;Данные о частоте, собранные после продажи;;
Сертралин;нарушение функция печень;Не часто;;
Сертралин;повышение уровень алта/аста;Не часто;;
Сертралин;повышенный уровень печёночный фермент;Часто неизвеста;;
Сертралин;гепатит;Часто неизвеста;;
Сертралин;желтуха;Часто неизвеста;;
Сертралин;печёночный недостаточность;Часто неизвеста;;
Сертралин;тяжёлый заболевание печень;Часто неизвеста;;
Сертралин;острый печёночный недостаточность;Данные о частоте, собранные после продажи;;
Сертралин;бессимптомный повышение трансаминаз в сыворотка;Данные о частоте, собранные после продажи;;
Сертралин;смертельный печёночный недостаточность;Данные о частоте, собранные после продажи;;
Сертралин;гиперчувствительность;Не часто;;
Сертралин;анафилактоидный реакция;Редко;0.001;0.0001
Сертралин;аллергия;Часто неизвеста;;
Сертралин;анафилаксия;Часто неизвеста;;
Сертралин;аллергический реакция;Данные о частоте, собранные после продажи;;
Сертралин;ангионевротический образование;Данные о частоте, собранные после продажи;;
Сертралин;сывороточный болезнь;Данные о частоте, собранные после продажи;;
Сертралин;герпес простой;Не часто;;
Сертралин;артралгия;Часто;0.1;0.01
Сертралин;миалгия;Часто;0.1;0.01
Сертралин;боль в спина;Не часто;;
Сертралин;мышечный слабость;Не часто;;
Сертралин;мышечный подёргивание;Не часто;;
Сертралин;остеоартрит;Не часто;;
Сертралин;заболевание кость;Редко;0.001;0.0001
Сертралин;мышечный судорога/спазм;Часто неизвеста;;
Сертралин;ощущение стеснение;Часто неизвеста;;
Сертралин;миокимия;Часто неизвеста;;
Сертралин;перелом кость;Данные о частоте, собранные после продажи;;
Сертралин;синдром, подобный красный волчанка;Данные о частоте, собранные после продажи;;
Сертралин;ригидность;Данные о частоте, собранные после продажи;;
Сертралин;тризмуса;Данные о частоте, собранные после продажи;;
Сертралин;аномальный зрение;Часто;0.1;0.01
Сертралин;нарушение зрение;Часто;0.1;0.01
Сертралин;боль в глаз;Не часто;;
Сертралин;мидриаз;Не часто;;
Сертралин;периорбитальный отёк;Не часто;;
Сертралин;диплопия;Редко;0.001;0.0001
Сертралин;глаукома;Редко;0.001;0.0001
Сертралин;гифема;Редко;0.001;0.0001
Сертралин;заболевание слёзный железа;Редко;0.001;0.0001
Сертралин;светобоязнь;Редко;0.001;0.0001
Сертралин;скотома;Редко;0.001;0.0001
Сертралин;дефект поле зрение;Редко;0.001;0.0001
Сертралин;размытый зрение;Часто неизвеста;;
